PRK,ROK,124.814727
KUW,IRQ,125.0418514
USA,IRQ,125.0497924
ISR,LEB,125.1720504
IND,PAK,125.4070463
YEM,SAU,125.5254892
ISR,LEB,125.756836
IND,PAK,126.0026588
SUD,UGA,126.2282017
PRK,USA,126.7201599
ISR,LEB,126.9561983
IND,PAK,127.3102787
ISR,LEB,127.4306242
ISR,LEB,128.023777
RUS,AFG,128.385968
CHN,PHI,128.4830818
SAU,YEM,128.5276567
ISR,LEB,128.9932683
PAK,IND,129.2293212
ECU,PER,129.4383161
ECU,PER,129.4577918
RUS,AFG,129.493318
TAW,CHN,129.5631035
SAU,YEM,129.6014248
SAU,YEM,130.0553084
YEM,SAU,130.1532678
SAU,YEM,130.1770774
ISR,LEB,130.2167803
IND,PAK,130.4137533
ISR,LEB,130.6531874
SUD,UGA,130.8905067
PER,ECU,131.1028351
UGA,SUD,131.1516286
SAU,YEM,131.2550272
ISR,LEB,131.3740121
ECU,PER,131.4915963
ECU,PER,131.6051477
ECU,PER,131.710539
PER,ECU,131.7402928
PAK,IND,131.8240765
PER,ECU,131.8746965
SUD,UGA,131.9463639
ISR,LEB,131.9925134
ISR,LEB,132.4481924
THI,MYA,133.0054044
GRC,TUR,133.0368957
TUR,GRC,133.0728582
THI,MYA,133.9946204
THI,MYA,134.4477766
PAK,IND,134.4816526
PHI,CHN,134.708629
CAM,THI,135.4181825
MYA,THI,135.519633
YUG,ALB,135.5521453
KEN,UGA,135.5860043
COS,NIC,135.7630563
NIC,COS,135.8003749
COS,NIC,136.0246232
TUR,CYP,136.1494508
CAN,SPN,136.2519451
SPN,CAN,136.2779957
CAN,SPN,136.3581452
ARM,AZE,136.4019913
ECU,PER,136.4593021
CAN,SPN,136.4842355
CAN,SPN,136.510711
CAN,SPN,136.5336047
CAN,SPN,137.1002473
SPN,CAN,137.2131051
ISR,LEB,137.3371446
TUR,IRQ,137.8110982
ECU,PER,138.0311341
UGA,KEN,138.0656427
JPN,RUS,138.1400519
RUS,JPN,138.1716937
LEB,ISR,138.197086
PHI,CHN,138.392525
TAW,VTM,138.4223562
CAN,SPN,138.5140357
CAN,SPN,138.5470528
THI,CAM,138.6224145
ECU,PER,138.6458457
SPN,CAN,138.6884865
SPN,CAN,138.7695767
RUS,LIT,138.8900216
PRK,CHN,139.2473598
THI,CAM,139.4675535
ROK,PRK,139.5650924
RUS,JPN,139.5972607
KUW,IRQ,139.6284302
CAM,THI,139.8201733
RUS,JPN,139.867342
NIC,HON,140.0694919
NIC,HON,140.175437
RUS,AFG,140.2184335
RUS,AFG,140.3115664
PAK,IND,140.4328136
SPN,CAN,140.5463878
RUS,AFG,140.6774583
PAK,IND,141.1471995
PRK,ROK,141.3981063
RUS,AFG,141.504614
RUS,AFG,141.7480617
PRK,ROK,141.8713988
PRK,ROK,142.7777466
RUS,AFG,142.815546
ISR,LEB,142.8423506
TAW,CHN,142.9442587
UGA,SUD,143.1813157
YUG,CRO,143.5290142
ECU,PER,143.7711155
RUS,JPN,143.887557
CHN,PHI,144.2144509
PHI,CHN,144.2485026
ANG,CON,144.2829299
ISR,LEB,144.614403
SYR,ISR,145.2973868
LEB,ISR,145.3049373
ISR,LEB,145.3528666
IND,PAK,145.550066
RUS,JPN,145.5857831
ISR,LEB,145.6856896
IND,PAK,145.9229211
PAK,IND,146.1239791
HON,NIC,146.1612725
ISR,LEB,146.1922609
PRK,ROK,146.2802014
VTM,THI,146.3864543
HON,NIC,146.420717
GRC,TUR,147.3610315
ISR,LEB,147.4805555
CAO,NIG,147.83458
NIC,HON,147.9454822
ISR,LEB,148.0626844
THI,CAM,148.169892
TAZ,BUI,148.2081978
BNG,IND,149.3759466
EGY,SUD,149.5935307
QAT,SAU,149.6424098
SUD,EGY,149.7306136
EGY,SUD,149.856047
SUD,EGY,149.9855554
CHN,TAW,150.1087342
TUR,IRQ,150.5656277
THI,CAM,150.6929209
THI,CAM,151.1579037
PAK,IND,151.1892466
CHN,TAW,151.2820777
CHN,TAW,151.8846201
EGY,SUD,152.0075208
TAW,CHN,152.2397128
CHN,TAW,152.4836407
NIG,CHA,153.0873274
TAW,CHN,153.8017852
TAW,CHN,154.3866791
YUG,CRO,154.4932438
YUG,CRO,154.5342645
SUD,UGA,154.7547745
HUN,CRO,155.0950369
HUN,YUG,155.1344132
IND,PAK,155.438468
CHN,TAW,155.4658339
TAW,CHN,155.4892381
IND,PAK,155.5882666
USA,IRQ,155.7089107
CHN,JPN,156.159518
JPN,CHN,156.2133521
TUR,CYP,156.4003887
KUW,IRQ,156.4353493
HUN,CRO,156.5219792
HUN,YUG,156.5678094
SUD,UGA,156.8966765
TAW,CHN,157.5022891
CHN,TAW,157.5195043
IRN,AFG,157.9781365
TAW,CHN,158.2071921
ISR,LEB,159.1398035
SYR,ISR,159.1869001
TAW,CHN,159.2869077
PER,ECU,159.7567615
USA,IRQ,159.99695
KUW,IRQ,160.0006824
ARM,AZE,160.4815866
RUS,JPN,160.6009853
VEN,COL,161.0528436
VEN,COL,161.080532
YUG,CRO,161.1122456
CAM,THI,161.6740717
VEN,COL,161.9115297
CHN,TAW,163.4638279
TUR,CYP,163.937646
PRK,ROK,164.7618071
KEN,UGA,164.7969795
TAZ,BUI,165.0223569
SUD,UGA,165.6170488
ERI,YEM,166.216599
SUD,UGA,166.3131943
TUR,CYP,166.3522492
CHN,TAW,167.3908621
TAW,CHN,167.4230753
ISR,LEB,168.2393518
CHN,TAW,168.309024
SUD,UGA,168.3293555
SUD,UGA,168.3514752
UGA,SUD,168.3699382
ETH,SUD,168.3831324
ERI,DJI,168.3985902
UGA,SUD,168.8372837
ROK,PRK,169.0754036
ERI,YEM,170.0113174
ERI,YEM,170.0488759
ERI,YEM,170.368751
ERI,YEM,170.4095945
USA,CHN,170.4895166
YEM,ERI,170.5275278
ERI,YEM,170.7378669
HON,NIC,170.8401091
ERI,YEM,170.8868517
YEM,ERI,171.1040294
ETH,SUD,171.4291747
ECU,PER,171.4642851
ECU,PER,171.4919048
ETH,SUD,171.5544441
TUR,GRC,171.591709
PER,ECU,171.6994766
ETH,SUD,172.0361153
ECU,PER,172.0614767
ECU,PER,172.0891988
MYA,THI,172.2949797
THI,MYA,172.4135714
THI,CAM,172.7407448
CAM,THI,172.7758167
SUD,UGA,172.7989882
THI,MYA,172.8896397
ETH,SUD,173.2432838
ISR,LEB,173.974077
THI,CAM,174.208907
THI,CAM,174.4524678
KZK,BUL,174.67744
VTM,CAM,174.7943889
PAK,IND,175.1584152
GRC,TUR,175.2660611
TUR,GRC,175.3076067
THI,CAM,175.3790605
TUR,GRC,175.4148175
CAM,VTM,175.4889396
TUR,GRC,175.5148956
GRC,TUR,175.54965
ISR,LEB,175.638763
IND,PAK,175.7135448
CHN,TAW,175.7308674
SUD,UGA,175.7468825
GRC,TUR,175.7607762
TUR,GRC,175.78999
TUR,GRC,175.7959627
CAO,NIG,175.9820952
ISR,LEB,176.0149951
ISR,LEB,176.3500153
ROK,PRK,176.7173197
USA,PRK,176.7178212
PAK,IND,176.9470531
ISR,LEB,177.0667879
CHN,TAW,177.1720595
TAW,CHN,177.209309
ISR,LEB,177.3043061
ROK,JPN,177.3941508
JPN,ROK,177.409243
ROK,JPN,177.4462752
ISR,LEB,177.4649189
IND,PAK,177.6596078
ISR,LEB,178.0263685
ISR,LEB,178.1423833
THI,CAM,178.2338285
PAK,IND,178.2814938
ARM,AZE,178.3817406
CUB,USA,178.5000352
TAW,CHN,179.176375
USA,CHN,179.189714
SUD,ETH,179.2162591
SUD,ETH,179.2352442
EGY,SUD,179.2551119
ISR,LEB,179.5588006
GUI,CDI,179.5942845
UKG,CHL,179.790393
ISR,LEB,179.8323796
ISR,LEB,179.9287694
TAW,CHN,180.0282266
CHN,TAW,180.0636024
USA,CHN,180.2876324
TUR,GRC,180.5018309
ECU,PER,180.5379878
ISR,LEB,180.6457853
ISR,LEB,180.7713106
ISR,LEB,181.247096
ISR,LEB,181.3679178
ETH,SUD,181.9349679
ETH,SUD,181.9625024
RUS,UKR,181.9807633
ERI,DJI,182.8863726
YEM,ERI,182.9298546
ROK,PRK,183.3732808
PRK,ROK,183.4068349
ISR,LEB,183.6340593
SUD,UGA,183.7340878
ISR,LEB,183.853809
ISR,LEB,183.9798934
ISR,SYR,184.0664793
ISR,LEB,184.1034653
ISR,LEB,184.1323827
ISR,LEB,184.2266738
ISR,LEB,184.3371079
